FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8014133.txt,https://att-yahoo-104430.weeblysite.com/,39,att-yahoo-104430.weeblysite.com,31,0,com,38.05931322,0.62962963,0.5229071,0.047909317,3,1,0,0,0,21,0.538,6,0.154,0,0,0,4,0.103,1,68,80,1,att-yahoo-104430weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw62633.txt,http://www.kakao.net-all.website,31,www.kakao.net-all.website,25,0,website,41.91666667,0.461538462,0.0001704,0.056705877,7,2,0,0,0,17,0.548,0,0,0,0,0,3,0.097,0,28,81,1,kakaonet-all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104633.txt,https://maildinshaakckjnw536.web.app/,37,maildinshaakckjnw536.web.app,28,0,app,36.68191414,0.875,0.001502,0.041502385,3,1,0,0,0,23,0.622,3,0.081,0,0,0,3,0.081,1,108,8125,1,maildinshaakckjnw536web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
525371.txt,https://www.poteriedanduze.com,29,www.poteriedanduze.com,22,0,com,100,1,0.5229071,0.061736641,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,619,520,1,poteriedanduze,100,100,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,24,9,13,0,9,6,1
625339.txt,https://www.oneswankyshop.com,28,www.oneswankyshop.com,21,0,com,100,1,0.5229071,0.057776365,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1613,14379,1,oneswankyshop,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,13,5,15,38,0,14,1
415403.txt,https://www.jewishcleveland.org,30,www.jewishcleveland.org,23,0,org,100,1,0.0799628,0.054773266,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,809,569,1,jewishcleveland,100,100,1,1,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,30,3,21,85,0,61,1
773283.txt,https://www.texasgardener.com,28,www.texasgardener.com,21,0,com,100,1,0.5229071,0.064093365,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1617,40068,1,texasgardener,100,100,0,1,1,0,0,0,0,12,0,1,1,1,0,1,1,0,1,25,40,56,63,0,83,1
8107521.txt,http://njacqu.com/f/f02330kdlfk,31,njacqu.com,10,0,com,30.48611111,1,0.5229071,0.030701208,3,0,0,0,0,16,0.516,5,0.161,0,0,0,3,0.097,0,9,97,1,njacquff02330kdlfk,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427083.txt,https://www.emeryandopal.com,27,www.emeryandopal.com,20,0,com,100,1,0.5229071,0.06519071,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,9556,8871,1,emeryandopal,100,100,1,0,1,0,0,1,0,21,0,0,1,1,1,1,1,0,1,806,8,25,148,727,19,1
844337.txt,https://www.womenslifestyle.com,30,www.womenslifestyle.com,23,0,com,100,1,0.5229071,0.060002323,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1348,2234,1,womenslifestyle,100,100,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,40,2,8,118,0,7,1
oph09517.txt,http://facebook-help-10014887759101.web.app/,44,facebook-help-10014887759101.web.app,36,0,app,37.35819152,0.71875,0.001502,0.029915091,3,1,0,0,0,18,0.409,14,0.318,0,0,0,5,0.114,0,2,53,0,0,3.125,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832154.txt,https://www.consumerfinancelegalreport.com,41,www.consumerfinancelegalreport.com,34,0,com,100,1,0.5229071,0.06525424,3,1,0,0,0,28,0.683,0,0,0,0,0,1,0.024,1,1067,6797,1,nsumerfinancelegalreport,92.30769231,92.30769231,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,8,5,10,69,0,102,1
8082632.txt,http://www.rakutan-card.sckdvpu.cn/,35,www.rakutan-card.sckdvpu.cn,27,0,cn,58.1915564,0.4,0.0033218,0.050246201,2,2,0,0,0,20,0.571,0,0,0,0,0,4,0.114,0,13,71,1,rakutan-cardsckdvpu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236478.txt,https://www.meilleurcoiffeur.com,31,www.meilleurcoiffeur.com,24,0,com,100,1,0.5229071,0.06169528,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,796,1282,1,meilleuriffeur,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,54,3,5,78,3,6,1
mw16980.txt,http://www.f0518723.xsph.ru,26,www.f0518723.xsph.ru,20,0,ru,67.14154412,0.923076923,0.0180132,0.014943326,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0518723xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608369.txt,https://www.aspools.com,22,www.aspools.com,15,0,com,100,1,0.5229071,0.071174255,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,2082,19444,1,aspools,100,100,1,1,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,45,7,26,178,0,190,1
174691.txt,https://www.blockchainappfactory.com,35,www.blockchainappfactory.com,28,0,com,100,1,0.5229071,0.057488917,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,5785,786,1,blockchainappfactory,100,100,1,1,1,1,0,1,1,3,1,1,1,1,0,1,1,1,1,3,5,42,81,22,75,1
553519.txt,https://www.theosophy.world,26,www.theosophy.world,19,0,world,100,1,0.0002282,0.054571518,5,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,3054,3099,1,theosophy,100,100,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,126,5,61,334,0,13,1
29471.txt,https://www.rizzoliusa.com,25,www.rizzoliusa.com,18,0,com,100,1,0.5229071,0.057329448,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1671,8047,1,rizzoliusa,100,100,1,1,1,0,0,0,0,4,0,1,1,1,1,0,0,0,0,16,14,22,314,0,340,1
7814144.txt,https://pdfdocument2-794bf.web.app/,34,pdfdocument2-794bf.web.app,26,0,app,49.09051063,0.681818182,0.001502,0.03772758,3,1,0,0,0,19,0.559,4,0.118,0,0,0,3,0.088,1,4,520,1,pdfdocument2-794bfweb,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0
8076907.txt,https://spanishunderstatedproblem.adaplosdelfines.repl.co/,58,spanishunderstatedproblem.adaplosdelfines.repl.co,49,0,co,27.20366514,0.565217391,0.0059772,0.057913145,2,2,0,0,0,46,0.793,0,0,0,0,0,4,0.069,1,256,142,1,spanishunderstatedproblemadaplosdelfinesrepl,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,0,0,2,0
mw143700.txt,http://www.avanttipisos.com.br,29,www.avanttipisos.com.br,23,0,br,70,0.8125,0.0094423,0.06040688,2,2,0,0,0,16,0.552,0,0,0,0,0,2,0.069,0,15,155,1,avanttipisoscom,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96280.txt,https://www.willhackforsushi.com,31,www.willhackforsushi.com,24,0,com,100,1,0.5229071,0.05215144,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,735,9381,1,willhackforsushi,100,100,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,11,5,10,68,0,93,1
90205.txt,https://www.employeebenefitsstore.com,36,www.employeebenefitsstore.com,29,0,com,100,1,0.5229071,0.065313759,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,371,2626,1,employeebenefitsstore,100,100,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,3,2,14,43,0,50,1
oph10481.txt,https://mail.deliverylifesupport.com/public/kejqhupfckizvk7yj9ndvgder4ov9yne,76,mail.deliverylifesupport.com,28,0,com,22.33401033,0.833333333,0.5229071,0.042365138,3,1,0,0,0,60,0.789,4,0.053,0,0,0,4,0.053,1,13,125,1,maildeliverylifesupportpublickejqhupfckizvk7yj9ndvgder4ov9yne,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
482819.txt,https://www.ukhillwalking.com,28,www.ukhillwalking.com,21,0,com,100,1,0.5229071,0.046418064,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1751,1847,1,ukhillwalking,100,100,1,0,1,0,0,1,0,5,0,1,1,1,0,0,0,0,1,6,5,3,118,0,24,1
574389.txt,https://www.quikedb.es,21,www.quikedb.es,14,0,es,100,1,0.0064109,0.0430824,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,3497,4136,1,quikdb,0,0,1,0,0,0,0,0,10,17,0,1,1,0,0,0,0,0,0,27,3,9,222,0,283,1
408203.txt,https://www.ara.ad,17,www.ara.ad,10,0,ad,100,1,0.0000237,0.076665266,2,1,0,0,0,4,0.235,0,0,0,0,0,1,0.059,1,4090,10546,1,r,33.33333333,33.33333333,0,1,1,0,0,1,0,3,0,1,0,0,0,1,1,0,1,185,1,12,149,0,153,1
229713.txt,https://www.gohfr.com,20,www.gohfr.com,13,0,com,100,1,0.5229071,0.058076646,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1270,8047,1,gohfr,100,100,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,17,18,103,55,1,61,1
8132036.txt,https://ipfs.io/ipfs/bafybeibzx65ffoqckxtkljnlhvwqz4neis3pmo23n2qodfllbugg457ijy,80,ipfs.io,7,0,io,9.962688145,1,0.0129268,0.032939393,2,0,0,0,0,59,0.738,10,0.125,0,0,0,3,0.037,1,9,88,1,ipfsipfsbafybeibzx65ffoqckxtkljnlhvwqz4neis3pmo23n2qodfllbugg457ijy,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8129748.txt,https://three-login.gbp-uk.app/,31,three-login.gbp-uk.app,22,0,app,47.39489759,0.333333333,0.001502,0.048318806,3,1,0,0,0,18,0.581,0,0,0,0,0,5,0.161,1,88,2735,1,three-logingbp-uk,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
m2w00200.txt,http://www.gemini-made-logiin.mystrikingly.com,45,www.gemini-made-logiin.mystrikingly.com,39,0,com,62.10430839,0.419354839,0.5229071,0.05640936,3,2,0,0,0,30,0.667,0,0,0,0,0,4,0.089,0,9,55,1,gemini-made-logiinmystrikingly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514219.txt,https://www.visitnorthnorfolk.com,32,www.visitnorthnorfolk.com,25,0,com,100,1,0.5229071,0.059071686,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1454,29977,1,visitnorthnorfolk,100,100,1,0,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,28,5,9,203,2,20,1
26850.txt,https://www.sos.wa.gov,21,www.sos.wa.gov,14,0,gov,100,0.666666667,0.0033282,0.062379207,3,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,592,1184,1,soswa,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,17,3,8,116,7,35,1
8008344.txt,https://att-101859.square.site/,30,att-101859.square.site,22,0,site,76.35644987,0.764705882,0.0017656,0.04134875,4,1,0,0,0,13,0.433,6,0.2,0,0,0,3,0.1,1,68,80,1,att-101859square,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42344.txt,https://www.warchild.org,23,www.warchild.org,16,0,org,100,1,0.0799628,0.055195031,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,376,2091,1,warchild,100,100,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,15,7,5,21,0,27,1
8000410.txt,http://tasty-wild-dichondra.glitch.me/in.html,44,tasty-wild-dichondra.glitch.me,30,0,me,29.44811421,0.37037037,0.0036375,0.05260174,2,1,0,0,0,31,0.705,0,0,0,0,0,6,0.136,0,82,155,1,tasty-wild-dichondraglitchinhtm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
902826.txt,https://www.iymc.org,19,www.iymc.org,12,0,org,100,1,0.0799628,0.062646282,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,620,8047,1,iymc,100,100,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,8,7,12,53,0,56,1
814005.txt,https://www.feefreeticket.com,28,www.feefreeticket.com,21,0,com,100,1,0.5229071,0.065115141,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1189,1297,1,feefreeticket,100,100,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,20,1,13,349,9,7,1
8053844.txt,http://dkdjyegxoc.wage4frpp.club/vnafvra97w/?q=3717065149&id=100,64,dkdjyegxoc.wage4frpp.club,25,0,club,16.0972607,0.6,0.0006227,0.02743559,4,1,0,0,0,33,0.516,16,0.25,2,1,0,5,0.125,0,9,72,1,dkdjyegxocwage4frppvnafvra97w?q=3717065149&id=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395348.txt,https://www.linefriends.com,26,www.linefriends.com,19,0,com,100,1,0.5229071,0.061653092,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,900,784,1,linefriends,100,100,1,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,1,57,9,8,20,3,15,1
381033.txt,https://www.koreakonsult.com,27,www.koreakonsult.com,20,0,com,100,1,0.5229071,0.063434817,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1327,689,1,koreakonsult,100,100,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,12,24,24,21,12,1
mw56116.txt,http://www.sebastianq.ga,23,www.sebastianq.ga,17,0,ga,79.28994083,1,0.0002256,0.053843419,2,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,20,211,1,sebastianq,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703818.txt,https://www.tmitg.com,20,www.tmitg.com,13,0,com,100,1,0.5229071,0.062652847,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,177,944,1,tmitg,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,19,3,3,25,0,12,1
132870.txt,https://www.foodandfoodtrips.com,31,www.foodandfoodtrips.com,24,0,com,100,1,0.5229071,0.06137808,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,3973,9458,1,foodandfoodtrips,100,100,0,1,1,0,0,0,0,2,0,1,1,1,1,0,1,0,1,49,10,14,153,5,166,1
mw1jan1350.txt,http://www.csb-4wxy1r.netlify.app,32,www.csb-4wxy1r.netlify.app,26,0,app,66.21315193,0.5,0.001502,0.038214275,3,2,0,0,0,16,0.5,2,0.062,0,0,0,3,0.094,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399133.txt,https://www.mansfield.ox.ac.uk,29,www.mansfield.ox.ac.uk,22,0,uk,100,0.666666667,0.028555,0.056378126,2,3,0,0,0,14,0.483,0,0,0,0,0,3,0.103,1,1364,5849,1,mansfieldoxac,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,16,2,4,255,21,21,1
395232.txt,https://www.getsymphony.com,26,www.getsymphony.com,19,0,com,100,1,0.5229071,0.05394531,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,275,235,1,getsymphony,100,100,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,4,7,40,0,41,1
806979.txt,https://www.edaa.in,18,www.edaa.in,11,0,in,100,1,0.0050842,0.069201116,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1695,1770,1,edaa,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,23,3,10,73,2,49,1
522144.txt,https://www.brockbuilt.com,25,www.brockbuilt.com,18,0,com,100,1,0.5229071,0.055598002,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1420,19495,1,brockbuilt,100,100,1,1,1,0,0,1,0,4,0,1,1,1,1,0,1,0,1,26,17,22,100,0,101,1
oph04415.txt,http://geminillogien.godaddysites.com/,37,geminillogien.godaddysites.com,30,0,com,72.88888889,0.538461538,0.5229071,0.059379476,3,1,0,0,0,28,0.757,0,0,0,0,0,2,0.054,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7994584.txt,https://att-107599.weeblysite.com/,33,att-107599.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.04400031,3,1,0,0,0,16,0.485,6,0.182,0,0,0,3,0.091,1,173,18327,1,att-107599weeblysite,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7,3,9,1,0,4,0
384347.txt,https://www.cclerk.hctx.net,26,www.cclerk.hctx.net,19,0,net,100,0.636363636,0.0384199,0.054887912,3,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,1216,1742,1,cclerkhctx,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,7,20,30,12,0,25,1
8073476.txt,http://caja-trujillo.com.pe/,28,caja-trujillo.com.pe,20,0,pe,90.19047619,0.529411765,0.0004282,0.058770269,2,1,0,0,0,17,0.607,0,0,0,0,0,4,0.143,0,2,2830,1,caja-trujillocom,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
855729.txt,https://www.anuttaratrikakula.org,32,www.anuttaratrikakula.org,25,0,org,100,1,0.0799628,0.058993179,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1176,2562,1,anuttaratrikakula,100,100,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,24,11,25,105,8,111,1
8061276.txt,https://aol-103885.weeblysite.com/,34,aol-103885.weeblysite.com,25,0,com,66.72,0.80952381,0.5229071,0.045621823,3,1,0,0,0,16,0.471,6,0.176,0,0,0,4,0.118,1,271,20200,1,aol-103885weeblysite,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
626907.txt,https://www.mueller-photo.de,27,www.mueller-photo.de,20,0,de,100,0.615384615,0.0326503,0.058407354,2,1,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,234,1746,1,mueller-photo,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,31,9,27,60,0,59,1
8056252.txt,https://idorangefr8.weebly.com/,31,idorangefr8.weebly.com,22,0,com,52.77252678,0.666666667,0.5229071,0.054927887,3,1,0,0,0,19,0.613,1,0.032,0,0,0,3,0.097,1,129,368,1,idorangefr8weebly,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0
417626.txt,https://www.snowmonkeyresorts.com,32,www.snowmonkeyresorts.com,25,0,com,100,1,0.5229071,0.064466136,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,14886,8132,1,snowmonkeyresorts,100,100,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,1,1015,33,7,1232,1,1238,1
625798.txt,https://www.sarahott.com,23,www.sarahott.com,16,0,com,100,1,0.5229071,0.069229961,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,595,2361,1,sarahott,100,100,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,4,15,24,42,0,7,1
7300337.txt,https://taher-mohamed-ahmed-saad.github.io/facebook-login-page,61,taher-mohamed-ahmed-saad.github.io,34,0,io,24.25489463,0.258064516,0.0129268,0.058233867,2,1,0,0,0,45,0.738,0,0,0,0,0,8,0.131,1,9,70,1,taher-mohamed-ahmed-saadgithubfacebook-login-pag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552476.txt,https://www.alifebe.com,22,www.alifebe.com,15,0,com,100,1,0.5229071,0.064391387,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,788,12212,1,alifebe,100,100,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,76,10,18,118,0,122,1
mw214279.txt,http://www.chanjrandalo.com,27,www.chanjrandalo.com,20,0,com,68.97977941,1,0.5229071,0.062432396,3,1,0,0,0,15,0.556,0,0,0,0,0,1,0.037,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21464.txt,https://www.delfi.lt,19,www.delfi.lt,12,0,lt,100,1,0.0005524,0.047245539,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,5511,13502,1,defi,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,307,10,8,793,0,812,1
8036540.txt,https://ygb886p1.r.ap-southeast-2.awstrack.me/l0/https:%2f%2fmntirrssgvtx.com%2fr%2fctklway/1/010801864c941d51-ab2dc1e4-87b2-4dd4-9e45-a8e158754cfb-000000/240deebvrutvirqae-ybkwf_7qa=89,184,ygb886p1.r.ap-southeast-2.awstrack.me,37,0,me,4.588133842,0.382352941,0.0036375,0.030894466,2,3,0,0,0,96,0.522,54,0.293,1,0,4,21,0.141,1,2,193,0,0,0,0.591715976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw29992.txt,http://www.f0588023.xsph.ru,26,www.f0588023.xsph.ru,20,0,ru,67.14154412,0.923076923,0.0180132,0.01489826,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0588023xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589554.txt,https://www.turaventura.com,26,www.turaventura.com,19,0,com,100,1,0.5229071,0.061102696,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1016,2379,1,turaventura,100,100,1,0,1,0,0,1,12,2,0,1,0,0,0,0,0,0,1,45,17,26,83,2,94,1
mw115773.txt,http://www.russellipm-storedproductsinsects.com,47,www.russellipm-storedproductsinsects.com,40,0,com,42.29646313,0.6875,0.5229071,0.060197019,3,1,0,0,0,34,0.723,0,0,0,0,0,2,0.043,0,9,99,1,russellipm-storedproductsinsects,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
414508.txt,https://www.oneupweb.com,23,www.oneupweb.com,16,0,com,100,1,0.5229071,0.060476218,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,780,9211,1,oneupweb,100,100,1,1,1,0,0,1,0,6,0,1,1,1,0,0,0,0,1,27,4,29,48,0,43,1
78202.txt,https://www.wvlegislature.gov,28,www.wvlegislature.gov,21,0,gov,100,1,0.0033282,0.052997672,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,403,490,1,wvlegislature,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,8,1,3,94,8,20,1
mw132003.txt,http://www.eblaghyeh-s.cf,24,www.eblaghyeh-s.cf,18,0,cf,48.22222222,0.909090909,0.0001858,0.04947398,2,1,0,0,0,11,0.458,0,0,0,0,0,2,0.083,0,20,212,1,eblaghyeh-s,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8034084.txt,https://ic-004340-track-mail-ups.web.app/,40,ic-004340-track-mail-ups.web.app,32,0,app,28.7109375,0.428571429,0.001502,0.040308437,3,1,0,0,0,20,0.5,6,0.15,0,0,0,6,0.15,1,108,8125,1,ic-004340-track-mail-upsweb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8095982.txt,https://sfr-activation-fr.com/index.php?error=1,47,sfr-activation-fr.com,21,0,com,31.37409599,0.647058824,0.5229071,0.055879132,3,0,0,0,0,31,0.66,1,0.021,1,1,0,5,0.149,1,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433534.txt,https://www.northampton.edu,26,www.northampton.edu,19,0,edu,100,1,0.0115013,0.061835228,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,944,765,1,northampton,100,100,1,0,1,0,0,0,0,4,0,1,1,0,0,0,1,0,0,29,4,15,83,11,63,1
762956.txt,https://www.brickcollecting.com,30,www.brickcollecting.com,23,0,com,100,1,0.5229071,0.061157548,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,925,1171,1,brickllecting,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,13,1,3,0,0,124,1
7963461.txt,https://cancel2932474-kucoin-com.web.app/,40,cancel2932474-kucoin-com.web.app,32,0,app,34.94910038,0.5,0.001502,0.045051657,3,1,0,0,0,21,0.525,7,0.175,0,0,0,4,0.1,1,108,8125,1,cancel2932474-kucoin-comweb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
854643.txt,https://www.netsalarycalculator.co.uk,36,www.netsalarycalculator.co.uk,29,0,uk,100,0.909090909,0.028555,0.063286332,2,2,0,0,0,22,0.611,0,0,0,0,0,2,0.056,1,1375,8047,1,netsalarycalclatorco,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,7,236,0,31,1
792878.txt,https://www.whiteherondrinks.co.uk,33,www.whiteherondrinks.co.uk,26,0,uk,100,0.894736842,0.028555,0.056305133,2,2,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,319,6893,1,whiteherondrinksco,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,12,9,7,35,1,18,1
590210.txt,https://www.hankypanky-store.jp,30,www.hankypanky-store.jp,23,0,jp,100,0.6875,0.0230451,0.047278716,2,1,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,1423,1386,1,hankypanky-store,100,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,90,9,14,286,1,66,1
466404.txt,https://www.brokenbrowser.com,28,www.brokenbrowser.com,21,0,com,100,1,0.5229071,0.062068342,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,835,9381,1,brokenbrowser,100,100,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,9,9,93,0,95,1
